,location,size,total_sqft,bath,balcony,price
5123,Narayanapura,2,1469.0,2.0,2.0,99.14
5124,Neeladri Nagar,2,1053.0,2.0,1.0,45.0
5125,Neeladri Nagar,2,1363.0,2.0,2.0,68.0
5126,Neeladri Nagar,3,2556.0,3.0,2.0,133.0
5127,Neeladri Nagar,1,674.0,1.0,1.0,21.0
5128,Neeladri Nagar,1,527.0,1.0,0.0,26.0
5129,Neeladri Nagar,3,1167.0,2.0,1.0,38.0
5130,Neeladri Nagar,2,1060.0,2.0,0.0,35.0
5131,Neeladri Nagar,1,640.0,1.0,1.0,20.5
5132,Neeladri Nagar,2,1105.0,2.0,2.0,30.0
5133,Neeladri Nagar,2,1100.0,2.0,2.0,30.0
5134,Neeladri Nagar,3,2111.0,3.0,2.0,103.0
5135,Nehru Nagar,3,1775.0,3.0,3.0,110.0
5136,Nehru Nagar,4,2363.0,5.0,2.0,120.0
5137,Nehru Nagar,4,2342.0,3.0,2.0,115.0
5138,Nehru Nagar,2,967.0,2.0,2.0,41.1
5139,Nehru Nagar,3,1374.0,3.0,2.0,72.0
5140,Nehru Nagar,3,1674.0,3.0,2.0,90.0
5141,Nehru Nagar,3,1269.0,2.0,2.0,63.0
5142,Nehru Nagar,2,1100.0,2.0,2.0,50.0
5143,Nehru Nagar,3,1674.0,3.0,2.0,81.0
5144,OMBR Layout,3,2420.0,3.0,2.0,185.0
5145,OMBR Layout,2,1078.0,2.0,3.0,65.0
5146,OMBR Layout,2,1101.0,2.0,2.0,65.5
5147,OMBR Layout,2,1041.0,2.0,2.0,65.5
5148,OMBR Layout,2,1300.0,2.0,2.0,80.0
5149,OMBR Layout,2,1085.0,2.0,1.0,64.0
5150,OMBR Layout,3,1855.0,3.0,2.0,145.0
5151,OMBR Layout,2,1050.0,2.0,3.0,48.0
5153,OMBR Layout,2,1165.0,2.0,2.0,88.5
5154,OMBR Layout,2,1101.0,2.0,2.0,66.0
5155,OMBR Layout,4,3400.0,4.0,2.0,275.0
5157,Old Airport Road,4,2732.0,4.0,2.0,204.0
5159,Old Airport Road,4,3356.0,4.0,2.0,251.0
5160,Old Airport Road,2,1206.0,2.0,3.0,75.0
5161,Old Airport Road,4,2774.0,4.0,2.0,207.0
5162,Old Airport Road,4,2690.0,4.0,3.0,191.0
5163,Old Airport Road,4,2690.0,4.0,3.0,199.0
5164,Old Airport Road,2,1655.0,2.0,1.0,97.65
5165,Old Airport Road,2,1075.0,2.0,2.0,60.0
5166,Old Airport Road,3,1858.0,2.0,1.0,167.0
5167,Old Airport Road,2,1150.0,2.0,1.0,90.0
5168,Old Airport Road,4,2690.0,4.0,3.0,191.0
5169,Old Airport Road,4,2658.0,5.0,3.0,187.0
5170,Old Airport Road,2,946.0,2.0,2.0,58.0
5171,Old Airport Road,4,2774.0,4.0,3.0,208.0
5172,Old Airport Road,4,2774.0,4.0,3.0,208.0
5173,Old Airport Road,4,3200.0,4.0,2.0,280.0
5174,Old Airport Road,4,2690.0,4.0,3.0,201.0
5175,Old Airport Road,2,1145.0,2.0,2.0,75.0
5176,Old Airport Road,4,2732.0,4.0,3.0,194.0
5177,Old Airport Road,4,2658.0,5.0,3.0,189.0
5178,Old Airport Road,4,2774.0,4.0,3.0,197.0
5179,Old Airport Road,4,3496.0,4.0,2.0,262.0
5180,Old Airport Road,4,2774.0,4.0,3.0,197.0
5181,Old Airport Road,4,2732.0,4.0,3.0,204.0
5182,Old Airport Road,3,1798.0,3.0,2.0,150.0
5183,Old Airport Road,4,2774.0,4.0,3.0,208.0
5184,Old Airport Road,2,1184.0,2.0,1.0,78.0
5185,Old Airport Road,4,3504.0,4.0,2.0,262.0
5186,Old Airport Road,2,1055.0,2.0,3.0,75.0
5187,Old Madras Road,3,1425.0,2.0,2.0,94.0
5188,Old Madras Road,4,3715.0,6.0,0.0,224.5
5191,Old Madras Road,2,935.0,2.0,1.0,45.0
5193,Old Madras Road,3,1720.0,3.0,2.0,100.0
5194,Old Madras Road,2,1200.0,2.0,1.0,72.0
5195,Old Madras Road,2,1225.0,2.0,1.0,53.55
5196,Old Madras Road,2,1100.0,2.0,1.0,70.0
5197,Old Madras Road,3,2760.0,5.0,2.0,157.0
5198,Old Madras Road,2,1171.0,2.0,2.0,75.0
5199,Old Madras Road,2,935.0,2.0,1.0,45.0
5200,Old Madras Road,5,4500.0,7.0,3.0,294.0
5202,Old Madras Road,2,1065.0,2.0,1.0,47.86
5203,Old Madras Road,4,2010.0,3.0,2.0,125.0
5205,Old Madras Road,3,1480.0,2.0,2.0,84.0
5206,Old Madras Road,3,2990.0,5.0,1.0,210.0
5207,Old Madras Road,2,1210.0,2.0,1.0,74.0
5208,Old Madras Road,2,1171.0,2.0,2.0,72.0
5210,Old Madras Road,3,1480.0,3.0,2.0,95.0
5212,Old Madras Road,2,1210.0,2.0,1.0,80.0
5213,Old Madras Road,3,1859.0,3.0,2.0,121.0
5214,Old Madras Road,3,2990.0,5.0,1.0,173.0
5217,Old Madras Road,3,2300.0,3.0,2.0,142.0
5219,Old Madras Road,2,1210.0,2.0,1.0,80.0
5220,Old Madras Road,2,1210.0,2.0,1.0,77.0
5221,Old Madras Road,5,5020.0,7.0,0.0,287.0
5223,Old Madras Road,2,1330.0,2.0,2.0,74.0
5224,Old Madras Road,3,1720.0,3.0,2.0,106.0
5225,Old Madras Road,3,2640.0,5.0,1.0,150.0
5226,Old Madras Road,3,2990.0,3.0,2.0,170.0
5228,Old Madras Road,2,1171.0,2.0,2.0,73.0
5229,Old Madras Road,3,1630.0,3.0,2.0,110.0
5230,Old Madras Road,2,1165.0,2.0,1.0,52.0
5231,Old Madras Road,2,2640.0,2.0,1.0,170.0
5232,Old Madras Road,2,1165.0,2.0,1.0,51.42
5233,Other,3,2770.0,4.0,2.0,290.0
5235,Other,1,510.0,1.0,0.0,25.25
5239,Other,2,1500.0,2.0,2.0,185.0
5240,Other,2,840.0,2.0,2.0,45.0
5241,Other,3,4395.0,3.0,2.0,240.0
5242,Other,3,2511.0,3.0,3.0,205.0
5243,Other,3,1660.0,2.0,2.0,105.0
5245,Other,2,1200.0,2.0,1.0,65.0
5246,Other,3,1200.0,3.0,1.0,90.0
5250,Other,2,782.0,2.0,2.0,55.68
5251,Other,3,1800.0,3.0,3.0,120.0
5252,Other,3,1413.0,2.0,2.0,75.0
5253,Other,2,945.0,2.0,1.0,54.0
5254,Other,3,1870.0,3.0,3.0,110.0
5255,Other,3,1260.0,2.0,2.0,85.05
5257,Other,3,2795.0,4.0,2.0,235.0
5259,Other,3,1904.0,3.0,1.0,150.0
5260,Other,3,2000.0,3.0,1.0,175.0
5261,Other,3,1425.0,2.0,2.0,75.0
5263,Other,3,1500.0,3.0,2.0,100.0
5265,Other,3,1783.0,3.0,1.0,115.0
5268,Other,3,1580.0,3.0,3.0,100.0
5269,Other,3,1415.0,3.0,3.0,78.0
5271,Other,3,2405.0,4.0,2.0,260.0
5272,Other,2,1500.0,2.0,1.0,115.0
5277,Other,2,1060.0,2.0,2.0,60.0
5279,Other,2,1285.0,2.0,3.0,72.5
5280,Other,3,4050.0,3.0,2.0,280.0
5283,Other,2,1280.0,2.0,1.0,69.0
5284,Other,3,3045.0,3.0,2.0,170.0
5286,Other,2,900.0,2.0,1.0,110.0
5291,Other,3,1560.0,3.0,3.0,115.0
5295,Other,3,1645.0,3.0,2.0,95.0
5296,Other,2,1200.0,2.0,0.0,79.0
5298,Other,3,1350.0,2.0,0.0,140.0
5299,Other,3,1800.0,3.0,0.0,150.0
5301,Other,3,1762.0,3.0,1.0,125.0
5303,Other,3,1200.0,3.0,0.0,90.0
5309,Other,3,2150.0,4.0,2.0,240.0
5312,Other,4,3309.0,4.0,3.0,325.0
5314,Other,2,1150.0,2.0,2.0,126.0
5317,Other,2,1200.0,2.0,1.0,74.0
5320,Other,3,1753.0,3.0,2.0,120.0
5321,Other,2,1000.0,2.0,1.0,53.0
5322,Other,2,720.0,2.0,1.0,45.0
5325,Other,1,700.0,1.0,0.0,41.0
5327,Other,3,1595.0,3.0,2.0,115.0
5328,Other,2,1353.0,2.0,2.0,110.0
5329,Other,1,1200.0,2.0,0.0,85.0
5332,Other,3,1325.0,2.0,1.0,90.0
5335,Other,2,1056.0,2.0,1.0,80.0
5338,Other,3,1544.0,3.0,2.0,120.0
5339,Other,2,1200.0,2.0,0.0,65.0
5340,Other,1,540.0,1.0,1.0,36.0
5341,Other,3,1578.0,3.0,1.0,180.0
5343,Other,2,1600.0,2.0,0.0,115.0
5344,Other,1,416.0,1.0,1.0,18.5
5347,Other,1,834.0,1.0,1.0,60.0
5348,Other,3,1125.0,4.0,1.0,70.0
5349,Other,4,3000.0,5.0,2.0,260.0
5350,Other,6,2160.0,5.0,1.0,250.0
5352,Other,1,469.0,1.0,0.0,25.0
5357,Other,2,1630.0,2.0,2.0,200.0
5359,Other,3,1200.0,2.0,0.0,70.0
5360,Other,3,1350.0,3.0,0.0,77.0
5361,Other,4,4046.0,4.0,0.0,445.0
5362,Other,3,1180.0,2.0,2.0,78.34
5363,Other,2,1355.0,2.0,2.0,115.0
5364,Other,1,600.0,1.0,0.0,50.0
5365,Other,3,1875.0,3.0,2.0,165.0
5368,Other,3,1750.0,3.0,1.0,120.0
5371,Other,3,1092.0,2.0,1.0,98.5
5377,Other,1,425.0,1.0,0.0,20.03
5379,Other,1,600.0,1.0,1.0,60.0
5380,Other,2,1468.0,2.0,1.0,140.0
5381,Other,4,4300.0,5.0,2.0,550.0
5383,Other,2,775.0,2.0,1.0,55.0
5385,Other,1,1000.0,2.0,1.0,93.0
5386,Other,1,445.0,1.0,0.0,28.0
5388,Other,3,1352.0,3.0,0.0,135.0
5390,Other,3,1976.0,3.0,1.0,184.0
5391,Other,4,5500.0,4.0,2.0,600.0
5393,Other,3,1200.0,3.0,0.0,95.0
5396,Other,2,1180.0,2.0,1.0,69.0
5397,Other,1,686.0,1.0,1.0,17.0
5398,Other,4,1500.0,4.0,2.0,180.0
5400,Other,2,1282.0,2.0,2.0,87.0
5402,Other,3,1500.0,2.0,2.0,95.0
5403,Other,2,1300.0,1.0,1.0,115.0
5404,Other,1,530.0,1.0,1.0,20.0
5405,Other,2,1350.0,2.0,3.0,80.0
5408,Other,2,1141.0,2.0,0.0,62.0
5411,Other,1,950.0,1.0,1.0,40.0
5416,Other,3,1480.0,3.0,2.0,90.0
5417,Other,3,1600.0,3.0,3.0,90.0
5418,Other,3,1500.0,3.0,2.0,115.0
5419,Other,3,1824.0,3.0,3.0,125.0
5420,Other,1,750.0,1.0,0.0,56.25
5427,Other,4,6000.0,5.0,3.0,400.0
5428,Other,3,2400.0,3.0,2.0,170.0
5430,Other,3,1500.0,2.0,2.0,98.0
5431,Other,3,3095.0,3.0,3.0,350.0
5433,Other,1,1200.0,1.0,1.0,28.0
5434,Other,3,1500.0,3.0,3.0,100.0
5437,Other,3,1560.0,3.0,1.0,188.0
5439,Other,1,485.0,1.0,1.0,15.0
5445,Other,3,1200.0,3.0,1.0,130.0
5446,Other,2,1050.0,2.0,1.0,67.0
5447,Other,3,1596.0,3.0,1.0,105.0
5450,Other,3,1200.0,3.0,1.0,85.0
5451,Other,2,1132.0,2.0,1.0,67.0
5453,Other,3,1515.0,3.0,3.0,88.0
5456,Other,2,1380.0,2.0,1.0,80.0
5459,Other,4,4346.0,5.0,2.0,500.0
5460,Other,1,510.0,1.0,1.0,25.25
5462,Other,3,2200.0,3.0,2.0,187.0
5463,Other,3,3329.0,3.0,2.0,330.0
5464,Other,4,3600.0,4.0,2.0,300.0
5465,Other,4,3500.0,3.0,3.0,450.0
5467,Other,2,1093.0,2.0,2.0,65.0
5469,Other,3,1535.0,3.0,1.0,95.0
5471,Other,2,1100.0,2.0,1.0,62.7
5474,Other,3,2197.0,4.0,3.0,280.0
5476,Other,4,1600.0,3.0,1.0,172.0
5477,Other,3,1450.0,2.0,2.0,85.0
5478,Other,4,2000.0,3.0,1.0,166.0
5481,Other,3,1756.0,3.0,3.0,100.0
5482,Other,3,1532.0,3.0,3.0,92.0
5483,Other,3,1650.0,3.0,0.0,110.0
5484,Other,2,1200.0,2.0,2.0,66.0
5486,Other,3,1525.0,2.0,3.0,122.0
5490,Other,4,2400.0,3.0,2.0,200.0
5491,Other,2,1000.0,2.0,1.0,130.0
5493,Other,2,3040.0,1.0,1.0,180.0
5495,Other,3,1390.0,3.0,1.0,120.0
5496,Other,2,1135.0,2.0,2.0,68.0
5497,Other,2,900.0,2.0,1.0,55.0
5501,Other,3,2500.0,3.0,1.0,250.0
5505,Other,2,1269.72,2.0,2.0,68.0
5506,Other,3,1168.0,3.0,0.0,70.0
5508,Other,4,2100.0,4.0,2.0,155.0
5510,Other,3,1515.0,3.0,3.0,93.93
5515,Other,6,2700.0,4.0,2.0,214.0
5516,Other,3,2000.0,3.0,2.0,210.0
5517,Other,5,2400.0,4.0,1.0,300.0
5518,Other,3,1760.0,3.0,3.0,176.0
5519,Other,1,595.0,1.0,1.0,42.0
5524,Other,2,1170.0,2.0,2.0,86.0
5525,Other,4,2200.0,4.0,3.0,235.0
5526,Other,3,1500.0,3.0,1.0,95.0
5534,Other,3,1650.0,3.0,3.0,175.0
5536,Other,3,1670.0,3.0,3.0,91.86
5540,Other,3,1250.0,2.0,1.0,80.0
5541,Other,3,1650.0,4.0,2.0,160.0
5542,Other,2,800.0,2.0,3.0,50.0
5543,Other,2,1225.0,2.0,2.0,150.0
5545,Other,4,3675.0,4.0,3.0,367.0
5546,Other,2,1200.0,2.0,2.0,150.0
5549,Other,2,1350.0,2.0,1.0,80.0
5551,Other,3,1614.0,3.0,1.0,110.0
5552,Other,2,1188.0,2.0,3.0,73.0
5553,Other,3,1480.0,3.0,2.0,90.0
5555,Other,2,955.0,2.0,3.0,53.55
5557,Other,3,2479.13,3.0,1.0,215.0
5558,Other,2,1100.0,2.0,0.0,106.0
5561,Other,3,1925.0,3.0,2.0,120.0
5562,Other,1,650.0,1.0,1.0,26.0
5564,Other,3,2000.0,3.0,3.0,207.0
5565,Other,2,1050.0,2.0,0.0,110.0
5572,Other,3,1685.0,2.0,1.0,110.0
5574,Other,3,1550.0,3.0,3.0,110.0
5575,Other,1,500.0,1.0,0.0,20.0
5577,Other,3,3155.0,4.0,2.0,370.0
5578,Other,3,1765.0,3.0,3.0,105.0
5579,Other,2,1265.0,2.0,3.0,70.0
5580,Other,2,1012.0,2.0,1.0,59.0
5581,Other,3,2045.0,4.0,3.0,154.0
5583,Other,6,2400.0,4.0,2.0,280.0
5584,Other,1,581.91,2.0,1.0,25.0
5585,Other,3,1158.0,2.0,2.0,85.0
5588,Other,4,4750.0,5.0,2.0,600.0
5589,Other,3,1840.0,3.0,2.0,155.0
5590,Other,2,824.0,2.0,0.0,60.0
5591,Other,3,1340.0,2.0,1.0,100.0
5592,Other,3,1620.0,2.0,1.0,110.0
5593,Other,3,1533.0,3.0,2.0,115.0
5594,Other,3,1560.0,3.0,2.0,85.0
5596,Other,1,750.0,1.0,2.0,25.0
5597,Other,3,1375.0,2.0,3.0,85.0
5604,Other,3,1500.0,3.0,2.0,88.0
5606,Other,2,1140.0,2.0,1.0,76.0
5607,Other,2,1198.0,2.0,1.0,84.0
5608,Other,4,4000.0,4.0,1.0,520.0
5610,Other,2,1370.0,2.0,2.0,75.0
5613,Other,2,1000.0,1.0,1.0,55.0
5614,Other,2,1200.0,2.0,2.0,125.0
5618,Other,1,1050.0,1.0,1.0,70.0
5619,Other,3,1200.0,2.0,0.0,80.0
5627,Other,1,400.0,1.0,0.0,14.0
5630,Other,4,4800.0,5.0,3.0,629.0
5631,Other,2,1200.0,2.0,2.0,70.0
5634,Other,2,1300.0,2.0,1.0,79.0
5636,Other,4,3500.0,4.0,3.0,350.0
5638,Other,3,1942.0,3.0,2.0,102.0
5639,Other,2,1000.0,2.0,2.0,53.0
5644,Other,3,2400.0,3.0,1.0,260.0
5645,Other,3,1533.0,3.0,2.0,85.0
5648,Other,2,1452.55,2.0,3.0,110.0
5649,Other,3,2357.0,3.0,2.0,151.0
5650,Other,2,1170.0,2.0,3.0,105.0
5651,Other,3,1411.0,3.0,2.0,91.72
5653,Other,3,3095.0,3.0,3.0,375.0
5655,Other,3,1100.0,3.0,1.0,78.0
5657,Other,4,3600.0,4.0,2.0,365.0
5660,Other,3,1945.0,3.0,3.0,120.0
5662,Other,3,1650.0,3.0,1.0,165.0
5663,Other,1,351.0,1.0,1.0,16.0
5664,Other,3,1550.0,2.0,1.0,150.0
5666,Other,3,1150.0,2.0,1.0,75.0
5667,Other,3,1200.0,3.0,1.0,74.0
5668,Other,3,1229.0,3.0,1.0,86.03
5669,Other,2,1030.0,2.0,3.0,61.0
5670,Other,1,600.0,1.0,0.0,32.0
5671,Other,2,1165.0,2.0,1.0,135.0
5673,Other,3,1520.0,3.0,3.0,80.0
5674,Other,4,3000.0,4.0,2.0,240.0
5676,Other,2,1315.0,2.0,2.0,90.0
5677,Other,2,1210.0,2.0,2.0,72.0
5678,Other,6,11338.0,9.0,1.0,1000.0
5681,Other,2,1170.0,2.0,2.0,68.0
5682,Other,2,1600.0,2.0,2.0,110.0
5684,Other,3,1370.0,2.0,2.0,75.0
5687,Other,3,1700.0,3.0,1.0,97.0
5688,Other,3,1900.0,3.0,3.0,160.0
5690,Other,2,1100.0,2.0,1.0,75.0
5691,Other,3,1929.0,3.0,2.0,115.0
5692,Other,4,3161.0,4.0,3.0,214.0
5694,Other,3,3515.0,3.0,1.0,420.0
5696,Other,2,1100.0,2.0,1.0,70.0
5698,Other,1,440.0,1.0,0.0,28.0
5701,Other,1,700.0,1.0,1.0,41.0
5706,Other,3,3000.0,3.0,0.0,250.0
5707,Other,2,1100.0,2.0,3.0,61.0
5708,Other,1,1260.0,1.0,0.0,41.0
5709,Other,1,1500.0,1.0,0.0,37.5
5710,Other,1,600.0,1.0,1.0,17.0
5712,Other,2,1165.0,2.0,2.0,75.0
5713,Other,3,1272.0,4.0,0.0,75.0
5717,Other,2,1463.0,1.0,1.0,142.0
5719,Other,3,2401.0,3.0,2.0,185.0
5720,Other,3,1875.0,2.0,3.0,235.0
5722,Other,1,890.0,1.0,1.0,75.0
5725,Other,3,2400.0,3.0,2.0,290.0
5727,Other,3,1690.0,3.0,2.0,100.0
5730,Other,2,1350.0,2.0,0.0,90.0
5731,Other,3,1460.0,3.0,2.0,88.0
5732,Other,3,1685.0,3.0,2.0,95.0
5733,Other,1,800.0,1.0,0.0,52.0
5734,Other,4,4000.0,5.0,1.0,280.0
5736,Other,2,792.0,2.0,1.0,70.0
5738,Other,5,2400.0,5.0,2.0,235.0
5741,Other,1,461.82,1.0,1.0,31.7
5742,Other,3,1500.0,2.0,0.0,85.0
5745,Other,2,1260.0,2.0,1.0,75.0
5748,Other,3,2820.0,3.0,2.0,285.0
5749,Other,3,1950.0,3.0,2.0,130.0
5751,Other,3,1350.0,2.0,2.0,140.0
5752,Other,4,4051.0,4.0,3.0,345.0
5753,Other,3,2100.0,3.0,3.0,170.0
5754,Other,3,1991.0,3.0,2.0,160.0
5756,Other,3,1200.0,3.0,2.0,66.0
5758,Other,4,3000.0,4.0,3.0,342.0
5759,Other,6,2400.0,6.0,2.0,245.0
5762,Other,2,1375.0,2.0,1.0,105.0
5763,Other,3,1693.0,3.0,2.0,108.0
5769,Other,3,1150.0,2.0,2.0,77.5
5773,Other,2,1058.0,2.0,2.0,60.0
5774,Other,1,900.0,1.0,1.0,30.0
5775,Other,3,1672.0,3.0,2.0,150.0
5778,Other,3,1250.0,3.0,2.0,139.0
5779,Other,2,1468.0,3.0,2.0,130.0
5783,Other,3,1480.0,2.0,0.0,145.0
5786,Other,3,2280.0,3.0,2.0,285.0
5787,Other,3,2000.0,3.0,2.0,200.0
5789,Other,3,1080.0,2.0,2.0,75.0
5790,Other,3,2400.0,2.0,1.0,150.0
5792,Other,2,1125.0,2.0,1.0,75.0
5793,Other,3,1596.0,3.0,0.0,95.0
5794,Other,3,1639.0,3.0,3.0,123.0
5796,Other,3,1740.0,3.0,2.0,199.0
5797,Other,3,1372.0,2.0,1.0,90.0
5799,Other,5,6200.0,5.0,2.0,720.0
5802,Other,2,925.0,2.0,2.0,63.0
5803,Other,2,1200.0,2.0,0.0,79.0
5804,Other,3,2500.0,3.0,2.0,270.0
5805,Other,4,1584.0,3.0,2.0,145.0
5806,Other,3,1570.0,3.0,1.0,115.0
5810,Other,3,1750.0,3.0,1.0,180.0
5811,Other,2,1500.0,1.0,0.0,160.0
5813,Other,1,705.0,1.0,2.0,36.5
5814,Other,3,1340.0,3.0,3.0,77.0
5817,Other,1,1260.0,1.0,1.0,41.0
5818,Other,2,1200.0,2.0,1.0,125.0
5819,Other,3,1200.0,3.0,2.0,130.0
5820,Other,4,3595.0,6.0,2.0,360.0
5822,Other,4,3100.0,5.0,1.0,385.0
5824,Other,3,3259.0,3.0,0.0,270.0
5827,Other,1,596.0,1.0,1.0,42.0
5828,Other,3,1910.0,3.0,1.0,190.0
5831,Other,3,1750.0,3.0,3.0,149.0
5833,Other,2,985.0,2.0,1.0,63.0
5834,Other,2,1300.0,2.0,1.0,129.0
5835,Other,3,1490.0,2.0,3.0,88.0
5837,Other,1,650.0,1.0,0.0,30.0
5838,Other,3,1500.0,2.0,2.0,89.99
5839,Other,1,910.0,1.0,1.0,42.0
5842,Other,1,532.0,1.0,1.0,22.49
5843,Other,3,1060.0,3.0,1.0,62.0
5845,Other,2,1550.0,2.0,3.0,160.0
5849,Other,2,1000.0,2.0,1.0,80.0
5851,Other,3,1500.0,2.0,0.0,97.0
5852,Other,3,1865.0,4.0,2.0,140.0
5854,Other,4,3500.0,4.0,2.0,245.0
5858,Other,3,1320.0,2.0,2.0,73.0
5859,Other,6,2150.0,6.0,3.0,205.0
5862,Other,3,1801.0,3.0,2.0,139.0
5864,Other,4,2990.0,4.0,2.0,324.0
5865,Other,2,2400.0,2.0,1.0,160.0
5867,Other,2,1150.0,2.0,1.0,75.0
5870,Other,9,4500.0,9.0,2.0,166.0
5874,Other,3,1390.0,2.0,2.0,80.0
5875,Other,3,1550.0,2.0,2.0,90.0
5877,Other,4,1500.0,4.0,0.0,110.0
5879,Other,3,1839.0,3.0,3.0,165.0
5881,Other,2,900.0,2.0,1.0,70.0
5882,Other,3,1500.0,3.0,2.0,149.0
5885,Other,1,750.0,2.0,0.0,50.0
5886,Other,3,1605.0,2.0,3.0,85.0
5889,Other,1,1500.0,1.0,1.0,19.5
5891,Other,2,1200.0,2.0,0.0,70.0
5892,Other,2,1200.0,2.0,1.0,160.0
5893,Other,3,1904.0,3.0,3.0,155.0
5894,Other,3,2770.0,4.0,3.0,315.0
5895,Other,1,813.0,1.0,1.0,39.0
5896,Other,4,3884.0,4.0,3.0,240.0
5898,Other,3,1630.0,2.0,2.0,97.78
5899,Other,4,2425.0,4.0,3.0,173.0
5903,Other,2,1280.0,2.0,1.0,75.0
5904,Other,1,735.0,1.0,1.0,75.0
5905,Other,1,500.0,1.0,0.0,24.0
5907,Other,3,1200.0,4.0,0.0,145.0
5908,Other,2,1200.0,2.0,1.0,100.0
5909,Other,3,1200.0,3.0,1.0,160.0
5910,Other,3,1265.0,2.0,1.0,82.0
5913,Other,3,1850.0,3.0,3.0,98.0
5914,Other,4,2360.0,4.0,2.0,150.0
5915,Other,2,1030.0,2.0,1.0,77.25
5917,Other,3,2000.0,3.0,2.0,160.0
5918,Other,3,1575.0,3.0,2.0,93.0
5919,Other,3,1300.0,2.0,2.0,70.0
5921,Other,2,1380.0,2.0,1.0,75.0
5926,Other,3,3100.0,3.0,3.0,250.0
5927,Other,2,1190.0,2.0,2.0,100.0
5928,Other,3,1827.0,3.0,3.0,100.0
5929,Other,3,1500.0,3.0,3.0,95.0
5930,Other,2,1180.0,2.0,2.0,63.0
5935,Other,3,1645.0,3.0,2.0,95.0
5938,Other,2,1097.0,2.0,3.0,65.0
5939,Other,4,1600.0,3.0,1.0,165.0
5940,Other,2,900.0,2.0,2.0,110.0
5941,Other,2,1200.0,2.0,1.0,125.0
5942,Other,2,1355.0,2.0,3.0,75.0
5944,Other,4,7500.0,4.0,2.0,900.0
5947,Other,4,4104.0,4.0,3.0,360.0
5950,Other,2,2080.0,2.0,1.0,150.0
5951,Other,2,1505.0,2.0,2.0,90.0
5952,Other,3,1200.0,3.0,3.0,95.75
5953,Other,3,1810.0,4.0,3.0,148.0
5955,Other,3,1530.0,2.0,1.0,97.0
5960,Other,3,1500.0,2.0,1.0,130.0
5963,Other,3,1533.0,3.0,2.0,150.0
5965,Other,2,745.0,2.0,0.0,50.0
5967,Other,2,1355.0,2.0,1.0,95.0
5968,Other,1,833.0,1.0,1.0,49.0
5970,Other,4,3000.0,5.0,2.0,270.0
5971,Other,2,1220.0,2.0,2.0,68.0
5972,Other,4,3811.0,3.0,2.0,475.0
5973,Other,3,1545.0,3.0,3.0,85.0
5975,Other,2,1350.0,2.0,1.0,110.0
5977,Other,3,1200.0,2.0,1.0,68.0
5979,Other,5,2000.0,4.0,2.0,180.0
5983,Other,3,1200.0,3.0,0.0,85.0
5985,Other,3,1655.0,3.0,2.0,155.0
5986,Other,2,1150.0,2.0,1.0,74.0
5988,Other,3,1200.0,2.0,0.0,108.0
5989,Other,2,1200.0,2.0,2.0,75.0
5995,Other,9,4500.0,9.0,2.0,500.0
5998,Other,3,1550.0,3.0,2.0,160.0
6001,Other,3,1758.0,3.0,2.0,95.0
6002,Other,4,3179.0,5.0,3.0,351.0
6003,Other,2,1200.0,3.0,0.0,85.0
6005,Other,3,1800.0,3.0,3.0,140.0
6008,Other,4,3900.0,4.0,2.0,333.0
6009,Other,3,2400.0,4.0,2.0,200.0
6010,Other,3,1645.0,3.0,2.0,87.5
6012,Other,3,2600.0,3.0,2.0,140.0
6013,Other,2,950.0,2.0,1.0,60.0
6019,Other,3,1900.0,3.0,2.0,205.0
6021,Other,3,1402.0,2.0,2.0,85.0
6023,Other,3,2100.0,3.0,2.0,240.0
6027,Other,3,1200.0,3.0,0.0,140.0
6028,Other,2,814.0,2.0,1.0,55.0
6031,Other,1,435.0,1.0,1.0,19.5
6032,Other,3,1590.0,3.0,0.0,120.0
6035,Other,3,1450.0,2.0,3.0,89.6
6037,Other,2,1340.0,2.0,3.0,77.0
6040,Other,3,1665.0,3.0,2.0,105.0
6042,Other,4,2300.0,4.0,2.0,200.0
6043,Other,2,1210.0,2.0,1.0,76.0
6048,Other,2,1065.0,2.0,1.0,58.0
6051,Other,3,1636.0,3.0,2.0,97.0
6052,Other,4,3600.0,4.0,3.0,450.0
6055,Other,3,1200.0,3.0,2.0,72.0
6059,Other,2,1000.0,1.0,1.0,75.0
6061,Other,1,905.0,1.0,1.0,52.0
6063,Other,2,1170.0,2.0,2.0,86.0
6064,Other,4,4830.0,5.0,1.0,390.0
6065,Other,2,850.0,2.0,1.0,75.0
6068,Other,3,2065.0,3.0,2.0,130.0
6069,Other,2,1150.0,2.0,2.0,125.0
6072,Other,3,2550.0,4.0,2.0,290.0
6073,Other,1,615.0,1.0,1.0,24.0
6074,Other,4,3080.0,2.0,1.0,285.0
6076,Other,4,3400.0,6.0,2.0,420.0
6077,Other,1,450.0,1.0,1.0,25.0
6078,Other,2,1100.0,2.0,1.0,85.0
6080,Other,5,4400.0,4.0,1.0,350.0
6082,Other,2,1036.0,2.0,2.0,110.0
6090,Other,2,1080.0,2.0,1.0,62.0
6094,Other,3,1200.0,3.0,3.0,96.25
6095,Other,1,412.5,1.0,0.0,19.8
6096,Other,4,2631.0,3.0,2.0,200.0
6097,Other,2,830.0,2.0,1.0,60.0
6098,Other,2,1500.0,2.0,2.0,88.0
6100,Other,2,856.0,2.0,1.0,48.0
6102,Other,2,1117.0,2.0,1.0,110.0
